year/week,AMAZONAS-CO,ANTIOQUIA-CO,ARAUCA-CO,ATLÁNTICO-CO,BOGOTÁ-CO,BOLÍVAR-CO,BOYACÁ-CO,CALDAS-CO,CAQUETÁ-CO,CASANARE-CO,CAUCA-CO,CESAR-CO,CHOCÓ-CO,CÓRDOBA-CO,CUNDINAMARCA-CO,GUAINÍA-CO,GUAVIARE-CO,HUILA-CO,LAGUAJIRA-CO,MAGDALENA-CO,META-CO,NARIÑO-CO,NORSANTANDER-CO,PUTUMAYO-CO,QUINDIO-CO,RISARALDA-CO,SANANDRÉS-CO,SANTANDER-CO,SUCRE-CO,TOLIMA-CO,VALLE-CO,VAUPÉS-CO,VICHADA-CO
7/27/2008,0,24,10,68,0,10,1,2,0,13,1,8,3,7,11,2,4,18,5,4,20,1,29,2,11,4,0,24,1,15,28,0,0
8/3/2008,0,20,10,55,0,15,1,2,2,8,3,5,0,6,8,0,2,10,2,6,15,0,19,2,14,1,0,38,7,8,20,0,1
8/10/2008,0,18,4,61,0,15,1,1,2,6,4,6,1,7,6,2,3,10,5,1,26,1,25,2,13,1,0,21,8,8,17,0,0
8/17/2008,0,14,10,56,0,17,2,2,3,7,3,4,1,8,5,0,2,19,2,7,22,0,21,0,16,5,1,19,4,9,15,0,1
8/24/2008,0,18,4,65,0,20,3,2,5,6,0,2,0,7,15,1,2,11,2,7,21,0,20,1,12,0,0,28,5,3,18,0,1
8/31/2008,0,16,5,76,0,14,0,1,4,3,2,2,1,5,13,1,1,13,5,8,25,0,27,3,13,0,0,18,4,9,27,0,1
9/7/2008,0,26,9,59,0,15,3,1,2,4,1,7,0,7,10,1,0,14,1,7,33,0,22,1,10,0,0,27,6,10,20,0,2
9/14/2008,0,19,7,62,0,11,1,2,1,4,4,6,0,7,6,0,5,9,7,5,23,0,23,5,14,4,1,28,12,12,19,0,2
9/21/2008,0,19,14,74,0,18,1,0,3,10,3,6,2,8,10,1,5,17,3,10,22,0,23,2,7,1,0,22,8,17,26,0,1
9/28/2008,0,14,4,83,0,18,1,0,1,3,1,4,1,5,9,2,6,15,5,9,19,1,27,3,13,4,0,28,8,11,29,0,0
10/5/2008,0,34,8,93,0,23,0,5,1,8,0,4,2,9,13,0,9,19,12,6,18,1,22,4,11,4,0,27,4,13,22,0,0
10/12/2008,0,19,7,77,0,16,1,1,5,10,4,12,0,11,10,2,2,16,10,8,21,0,28,1,12,0,0,25,6,15,26,0,0
10/19/2008,0,27,13,104,0,15,0,0,3,10,4,8,0,10,8,2,2,18,3,10,25,1,29,5,10,4,0,40,11,10,26,0,0
10/26/2008,0,25,10,85,0,14,4,0,3,11,0,5,1,10,10,4,2,15,10,9,23,1,23,7,19,1,0,33,6,20,26,0,0
11/2/2008,1,30,7,59,0,15,3,2,2,4,0,6,1,13,7,2,2,18,8,6,23,0,27,1,17,1,0,29,7,12,30,0,1
11/9/2008,0,19,11,79,0,24,1,1,4,7,0,7,1,8,12,0,3,20,8,9,35,0,25,1,12,3,0,36,4,19,24,0,0
11/16/2008,0,20,7,88,0,14,3,0,1,6,0,5,0,11,12,3,2,15,6,7,26,0,15,3,14,0,0,30,13,11,25,0,0
11/23/2008,0,17,6,54,0,14,1,0,2,9,2,7,0,5,9,1,1,11,5,5,27,0,18,0,6,3,0,27,8,6,19,0,0
11/30/2008,0,16,10,89,0,13,2,3,3,10,0,6,2,14,3,2,5,6,8,20,24,0,23,3,20,4,0,30,6,13,29,0,0
12/7/2008,0,19,6,86,0,18,1,3,2,9,1,2,0,10,4,0,1,15,6,3,28,0,28,2,9,0,0,28,4,9,19,0,0
12/14/2008,0,22,11,82,0,13,1,0,1,8,3,3,2,4,11,1,6,16,5,8,27,0,24,4,12,0,0,28,7,11,22,0,0
12/21/2008,0,26,5,47,0,16,0,2,0,7,0,0,1,1,4,0,7,13,5,3,11,0,9,0,10,5,0,24,3,7,15,0,0
12/28/2008,0,10,3,55,0,20,0,1,0,2,1,4,2,5,6,3,3,11,0,1,16,1,15,1,10,2,0,12,4,4,14,0,1
1/4/2009,0,14,20,156,0,20,2,3,1,30,1,7,3,5,9,0,6,18,18,22,43,0,40,0,1,1,1,44,7,20,32,0,0
1/11/2009,0,16,13,143,0,20,3,4,5,38,3,8,0,2,7,0,7,13,26,12,51,2,47,0,1,1,0,44,9,25,32,0,1
1/18/2009,0,13,9,116,0,25,1,0,0,57,2,3,2,5,7,0,0,16,23,21,35,2,43,1,2,0,0,36,19,21,28,0,1
1/25/2009,1,15,12,92,0,21,2,0,0,35,8,7,2,3,4,0,0,13,16,21,34,1,38,0,1,0,1,34,14,23,30,0,1
2/1/2009,0,20,11,108,0,11,2,0,2,24,3,9,3,6,6,0,2,30,18,18,32,0,59,2,0,0,0,38,16,33,35,0,0
2/8/2009,2,11,9,85,0,15,3,4,4,34,2,1,0,4,9,0,3,34,17,13,40,0,42,1,1,2,0,35,15,15,38,0,0
2/15/2009,0,10,3,52,0,17,0,1,2,40,5,3,0,6,2,0,2,35,18,24,43,0,42,5,6,0,0,29,19,15,25,0,0
2/22/2009,0,12,4,62,0,14,1,2,2,53,2,4,1,3,8,0,0,29,11,19,37,0,34,3,1,1,0,28,12,7,30,0,0
3/1/2009,0,7,0,60,0,7,1,2,5,66,2,2,3,4,9,0,1,17,19,28,58,0,42,0,4,1,0,29,11,15,44,1,1
3/8/2009,0,6,6,39,0,3,0,2,6,59,3,2,0,6,6,0,6,19,11,13,40,0,29,3,4,0,0,26,6,9,35,0,1
3/15/2009,0,10,4,47,0,6,0,4,2,53,2,3,1,2,4,0,4,25,11,16,38,1,40,4,3,1,0,31,8,7,37,0,0
3/22/2009,0,6,7,33,0,3,2,1,4,68,1,2,2,3,1,0,3,37,11,13,38,0,23,7,4,0,0,32,9,13,31,0,0
3/29/2009,0,4,6,27,0,4,1,0,4,63,2,1,1,5,7,0,7,30,14,10,44,1,21,4,7,3,0,20,10,11,57,0,0
4/5/2009,0,6,8,29,0,1,4,0,1,61,6,0,0,0,6,0,2,34,10,10,41,1,16,4,1,1,0,36,12,19,56,0,0
4/12/2009,0,6,8,25,0,6,6,2,2,77,3,6,0,2,9,0,6,46,11,1,53,2,36,4,5,0,0,25,11,19,45,0,0
4/19/2009,0,8,16,38,0,3,7,2,1,58,2,3,1,2,7,0,5,73,11,4,51,1,39,10,4,0,0,48,9,16,59,0,0
4/26/2009,0,2,13,19,0,6,6,3,4,41,2,6,1,2,2,0,2,49,6,9,40,0,29,10,2,1,0,39,6,9,59,0,0
5/3/2009,0,6,20,12,0,2,4,3,2,31,3,1,1,3,4,0,4,44,8,4,70,1,30,11,7,0,0,51,5,22,35,0,0
5/10/2009,0,7,28,17,0,5,2,7,2,60,1,4,0,2,5,0,7,54,12,3,57,1,28,7,1,1,0,55,7,17,59,0,0
5/17/2009,1,14,31,26,0,2,13,2,1,75,5,5,0,0,2,0,1,46,8,4,79,2,34,6,3,0,1,60,14,14,75,0,0
5/24/2009,0,15,44,14,0,4,9,10,1,53,0,5,0,5,7,0,2,34,5,2,60,2,44,1,3,2,1,48,7,8,87,0,0
5/31/2009,0,26,28,19,0,1,14,8,3,86,2,3,1,5,7,0,4,35,7,7,57,4,35,0,0,2,0,67,18,9,90,0,0
6/7/2009,0,23,39,18,0,6,10,5,3,50,6,11,1,6,5,0,2,50,13,1,70,4,42,1,2,3,0,53,14,19,87,0,1
6/14/2009,0,33,30,19,0,2,9,8,3,46,8,1,1,2,7,0,4,35,6,4,66,0,32,5,5,2,0,60,9,8,105,0,0
6/21/2009,0,26,29,22,0,4,11,7,1,44,3,2,1,6,6,0,2,29,7,4,51,0,46,4,3,0,0,46,19,7,82,0,0
6/28/2009,0,29,19,29,0,5,6,1,0,38,2,11,1,1,6,0,4,43,20,6,76,5,37,2,6,1,0,41,13,15,113,0,0
7/5/2009,3,45,43,30,0,2,6,1,1,32,6,10,0,4,10,0,6,42,12,10,52,3,48,1,5,6,0,48,25,10,130,0,0
7/12/2009,1,30,50,33,0,3,8,6,1,30,8,15,1,3,7,0,6,46,14,8,35,2,41,1,6,3,0,57,23,14,125,0,0
7/19/2009,0,25,44,45,0,2,9,7,1,20,6,16,0,7,11,0,7,44,8,11,67,3,44,0,2,2,0,58,18,23,137,0,0
7/26/2009,0,29,32,29,0,2,6,2,0,29,5,17,0,3,4,0,5,51,11,11,46,2,42,0,10,2,0,67,13,11,176,0,1
8/2/2009,0,20,53,36,0,7,6,13,0,10,7,12,0,2,9,0,14,56,5,11,60,1,46,1,8,2,0,59,10,17,160,0,0
8/9/2009,0,26,38,40,0,4,4,9,2,4,4,10,0,3,7,0,6,61,7,13,47,3,63,2,6,2,0,59,22,11,171,1,3
8/16/2009,0,40,36,32,0,1,5,5,0,11,5,11,0,8,7,0,4,38,6,12,61,5,37,2,9,7,0,48,12,25,169,0,3
8/23/2009,0,26,45,33,0,2,4,9,2,0,10,10,2,1,9,0,5,60,5,5,50,1,48,1,3,4,1,62,10,16,185,0,1
8/30/2009,0,38,39,55,0,4,3,2,1,3,5,13,1,3,12,0,7,52,9,6,35,2,44,1,4,3,0,62,15,19,177,0,1
9/6/2009,0,26,21,31,0,4,3,2,3,7,4,5,0,4,23,1,2,50,6,7,16,1,36,5,6,3,0,65,8,23,220,0,1
9/13/2009,0,26,21,40,0,2,4,6,5,5,6,14,0,3,12,0,1,40,2,8,30,2,61,0,7,8,0,53,7,29,226,0,0
9/20/2009,0,34,31,36,0,3,5,12,8,3,14,8,0,4,10,0,0,69,4,10,33,6,48,0,7,20,0,50,8,30,225,0,0
9/27/2009,0,54,23,34,0,4,6,5,4,1,14,4,0,3,7,0,0,68,6,6,32,4,46,0,8,9,0,69,3,26,242,1,0
10/4/2009,0,51,29,22,0,6,3,9,4,3,7,8,2,5,8,0,0,65,2,9,33,3,53,0,7,18,0,83,12,20,196,0,0
10/11/2009,0,42,32,30,0,5,5,22,3,1,8,12,0,4,21,0,1,46,4,3,26,0,50,0,11,11,0,79,10,32,241,0,0
10/18/2009,0,52,25,33,0,1,8,22,0,2,10,15,0,0,13,1,1,56,8,8,30,2,63,1,11,11,1,59,14,31,205,0,0
10/25/2009,0,42,15,39,0,3,4,16,2,2,7,12,1,1,10,0,0,50,3,9,25,1,59,2,21,11,0,58,4,15,147,0,0
11/1/2009,0,33,19,72,0,1,7,15,0,0,2,25,0,0,5,0,5,38,11,6,48,0,53,5,22,15,1,50,4,28,171,0,0
11/8/2009,0,43,22,60,0,3,5,11,0,0,1,27,1,3,8,0,2,49,3,11,41,4,58,4,16,19,0,52,8,18,138,0,0
11/15/2009,0,43,29,71,0,4,8,8,0,0,3,32,0,0,14,1,10,59,4,12,30,1,73,2,17,16,0,51,7,18,172,0,0
11/22/2009,0,43,37,65,0,6,8,9,1,0,7,39,0,1,12,0,15,69,6,15,26,0,72,9,12,24,0,71,6,27,190,0,0
11/29/2009,0,57,25,43,0,5,12,11,0,2,8,44,1,2,6,0,9,82,12,24,16,1,86,5,13,23,0,68,3,32,173,0,1
12/6/2009,0,45,36,60,0,3,13,5,2,4,18,43,2,1,10,0,10,98,12,39,29,1,96,5,23,31,0,58,11,26,220,0,0
12/13/2009,0,48,19,73,0,5,8,19,1,2,7,51,2,0,27,0,10,93,15,29,22,2,103,8,25,28,0,49,7,31,199,0,0
12/20/2009,0,43,18,47,0,5,3,17,1,2,19,54,0,1,23,0,7,103,5,16,30,2,80,1,33,35,0,59,4,47,175,0,0
12/27/2009,0,54,22,36,0,3,5,17,0,4,15,39,0,2,40,0,12,107,16,9,35,2,92,5,17,41,0,42,1,42,167,0,0
1/3/2010,0,37,27,8,0,2,7,5,0,7,22,65,0,1,35,0,2,158,13,6,24,5,188,11,67,5,0,78,7,63,305,0,0
1/10/2010,0,38,29,8,0,2,10,11,2,8,27,48,0,0,46,0,1,165,7,12,23,3,137,11,55,12,0,75,9,84,336,0,0
1/17/2010,0,62,21,9,0,2,11,14,2,6,27,50,2,1,43,0,0,171,7,8,20,4,201,29,85,23,0,69,6,64,390,0,0
1/24/2010,0,76,30,9,0,1,22,18,2,9,27,43,2,1,33,1,0,205,3,10,19,4,188,29,89,23,0,86,14,98,465,0,0
1/31/2010,0,112,32,5,0,4,36,19,3,15,45,43,1,0,33,5,1,250,10,3,24,2,202,43,116,24,0,73,8,74,573,0,0
2/7/2010,0,89,31,11,0,4,31,16,6,7,40,37,0,0,34,3,1,208,17,6,42,2,214,38,171,25,0,78,4,109,720,0,1
2/14/2010,0,115,37,19,0,8,42,16,4,19,44,64,5,0,29,1,3,196,9,6,51,3,159,23,301,19,0,54,9,104,700,0,3
2/21/2010,0,113,50,15,0,1,25,19,6,25,36,30,1,2,28,2,1,161,12,1,31,2,124,16,423,10,0,48,7,90,596,1,1
2/28/2010,0,115,49,8,0,4,15,13,3,20,21,29,3,0,30,1,3,165,6,1,44,3,155,34,387,16,0,61,10,127,638,0,2
3/7/2010,0,103,47,17,0,10,11,24,9,10,25,27,1,0,42,2,3,113,8,4,40,2,114,32,497,14,0,46,13,104,567,0,1
3/14/2010,0,122,52,16,0,1,15,22,2,10,22,15,0,2,44,2,0,130,4,4,53,7,129,23,482,20,0,83,9,131,539,5,4
3/21/2010,0,122,53,9,0,4,11,22,25,10,24,21,1,1,39,3,3,111,6,2,28,7,107,24,194,17,0,68,6,80,472,3,5
3/28/2010,0,160,52,10,0,1,16,12,15,12,17,12,2,1,61,2,0,155,2,2,38,8,103,39,204,17,0,99,1,99,424,6,13
4/4/2010,1,153,53,14,0,1,21,19,6,18,13,14,1,2,70,2,2,158,5,4,50,2,95,39,203,18,0,94,6,97,483,16,13
4/11/2010,0,141,69,14,0,3,38,20,18,13,16,10,0,0,26,0,0,156,2,4,48,5,100,42,161,19,1,56,6,67,418,6,15
4/18/2010,0,195,97,9,0,1,19,7,21,19,14,10,0,1,20,0,2,168,4,4,43,14,103,24,176,13,0,77,6,42,380,4,5
4/25/2010,0,218,129,12,0,2,23,8,5,33,6,20,1,1,31,1,2,123,4,2,49,6,97,25,134,12,0,71,6,47,290,2,2
5/2/2010,0,242,109,9,0,1,32,8,7,28,9,21,3,1,39,0,1,151,5,1,35,8,108,8,116,12,0,67,9,43,322,0,1
5/9/2010,0,272,186,11,0,6,29,10,3,21,9,26,1,0,47,0,2,164,3,3,41,6,92,10,105,10,0,63,5,45,285,1,1
5/16/2010,0,258,111,11,0,1,26,10,0,17,10,12,0,1,40,1,1,178,6,7,33,5,96,9,111,13,0,46,4,58,305,0,3
5/23/2010,2,219,118,15,0,2,24,11,2,13,11,21,0,0,35,0,1,146,2,3,33,3,85,10,118,11,0,46,2,52,269,0,4
5/30/2010,0,270,145,18,0,1,24,11,1,28,5,17,1,4,29,0,0,156,4,3,42,4,75,6,80,7,0,42,5,30,288,0,6
6/6/2010,0,249,103,9,0,2,28,9,1,21,4,9,1,0,26,0,1,114,0,1,39,4,82,5,93,8,0,33,3,29,271,3,4
6/13/2010,1,196,73,10,0,1,28,11,2,17,3,10,0,0,26,0,1,93,2,5,50,2,87,6,90,7,0,43,5,29,283,2,3
6/20/2010,1,235,99,17,0,2,27,8,0,17,6,12,0,2,25,0,2,117,4,6,40,1,76,2,85,6,0,58,6,22,235,2,1
6/27/2010,0,243,82,18,0,5,33,7,0,15,6,30,1,0,34,0,0,128,3,8,48,0,75,7,77,5,0,46,6,22,190,1,1
7/4/2010,0,220,97,14,0,1,23,6,1,14,7,34,0,5,23,0,0,118,4,5,43,7,83,3,78,3,0,53,7,27,218,0,1
7/11/2010,0,129,110,6,0,6,24,4,3,6,9,21,1,0,31,0,0,121,5,6,38,2,74,3,58,7,0,37,4,19,205,0,2
7/18/2010,0,233,95,23,0,5,20,4,1,6,8,24,0,3,13,0,0,110,5,6,33,3,65,1,60,10,0,43,4,18,211,0,0
7/25/2010,0,183,111,24,0,3,25,5,0,5,8,28,0,5,11,0,1,83,2,7,37,2,77,1,40,18,0,56,9,28,185,0,0
8/1/2010,0,165,58,21,0,3,30,5,2,2,4,44,0,1,9,0,1,85,9,0,35,3,82,0,48,6,0,40,6,18,183,0,0
8/8/2010,0,184,40,18,0,4,24,9,0,1,3,40,0,1,5,0,0,84,7,2,24,4,83,1,30,6,0,37,7,13,160,0,0
8/15/2010,0,152,13,21,0,3,19,3,1,1,4,29,0,2,18,0,0,72,8,4,25,3,91,1,47,7,0,28,10,18,147,0,0
8/22/2010,1,116,5,28,0,2,16,5,0,0,5,26,0,0,5,0,1,66,10,4,27,2,93,1,48,4,0,23,5,17,144,0,2
8/29/2010,0,98,6,33,0,2,11,6,1,3,5,34,1,0,9,0,0,65,7,0,24,2,83,0,29,3,0,24,8,21,140,0,2
9/5/2010,0,78,16,30,0,10,9,3,3,2,2,19,0,0,5,0,0,51,4,1,21,1,71,0,41,6,0,17,10,10,139,0,0
9/12/2010,0,80,7,19,0,4,8,3,1,1,3,10,0,0,5,0,3,38,4,0,12,5,81,0,30,4,0,12,9,17,112,0,0
9/19/2010,0,61,9,19,0,3,20,4,1,1,1,16,0,0,2,0,0,42,2,0,16,5,72,0,23,2,0,15,5,13,111,0,0
9/26/2010,0,38,5,14,0,0,17,1,1,4,1,7,0,0,3,0,0,31,4,2,13,4,70,0,28,1,0,13,10,8,129,0,0
10/3/2010,0,24,8,14,0,3,13,2,0,2,2,9,1,0,4,0,1,36,6,2,12,2,71,1,21,1,0,22,8,7,125,0,0
10/10/2010,0,26,6,16,0,5,10,8,2,3,0,10,1,0,5,0,0,40,2,4,16,5,69,0,18,2,0,15,4,3,87,0,2
10/17/2010,0,16,5,21,0,1,8,4,1,2,2,9,1,2,3,0,1,27,7,3,17,5,56,0,17,0,0,12,9,5,71,0,1
10/24/2010,0,15,3,18,0,1,4,5,1,2,1,13,0,0,1,0,0,31,2,3,10,2,63,1,12,0,0,6,6,5,81,0,0
10/31/2010,0,14,5,16,0,1,16,1,1,0,0,10,0,1,4,0,0,34,6,2,2,1,63,0,8,0,0,9,3,4,113,0,1
11/7/2010,0,8,5,15,0,2,18,1,0,0,2,4,0,2,2,0,0,39,2,4,10,1,92,0,11,0,0,4,7,1,76,0,1
11/14/2010,0,12,1,13,0,1,13,4,0,0,4,1,0,0,1,0,0,24,4,5,1,0,58,0,10,1,0,6,3,0,78,0,0
11/21/2010,0,14,0,20,0,2,11,2,0,0,0,8,0,1,0,0,0,23,2,2,7,1,45,1,10,1,0,2,5,1,74,0,0
11/28/2010,0,6,0,18,0,1,13,3,5,0,1,4,0,2,3,0,0,28,1,0,5,0,57,0,13,0,0,3,6,3,77,0,0
12/5/2010,0,2,0,20,0,2,3,2,1,1,0,2,0,0,4,0,0,12,3,2,4,1,59,0,0,0,0,8,7,3,58,0,1
12/12/2010,0,10,1,13,0,0,7,10,1,0,3,2,1,0,4,0,0,13,4,0,4,0,45,0,0,0,0,2,13,0,40,0,0
12/19/2010,0,2,1,13,0,0,4,1,2,0,3,4,0,0,1,0,1,31,4,1,0,0,44,2,2,0,0,5,6,2,44,0,2
12/26/2010,0,3,1,11,0,1,7,4,0,0,2,5,0,0,2,0,1,32,1,4,6,0,30,0,1,0,0,4,4,1,44,0,0
1/2/2011,0,26,0,38,0,25,5,11,2,3,3,6,1,5,18,0,5,33,7,20,41,1,40,1,0,1,0,10,19,23,43,0,1
1/9/2011,0,29,1,41,0,41,5,6,3,2,2,15,7,2,17,0,4,24,8,18,45,5,32,3,8,3,1,4,10,24,51,0,1
1/16/2011,1,18,2,42,0,29,6,8,5,5,4,8,6,7,21,0,5,31,11,11,28,1,32,7,3,2,0,9,15,29,45,0,1
1/23/2011,3,11,1,28,0,19,7,9,4,2,4,12,5,10,20,0,4,27,3,13,39,3,25,4,2,2,1,7,14,12,33,0,1
1/30/2011,0,17,0,40,0,24,3,18,2,3,6,12,9,6,11,0,2,35,7,13,22,5,29,0,2,2,0,5,20,16,27,0,2
2/6/2011,0,17,0,31,0,17,8,9,2,3,3,7,19,6,9,0,2,21,4,13,36,2,22,2,3,1,0,6,12,8,26,0,0
2/13/2011,1,19,1,23,0,3,4,9,3,1,5,11,3,8,17,0,1,33,9,6,28,3,29,7,2,4,0,6,8,16,26,0,7
2/20/2011,5,7,3,25,0,12,2,8,4,4,4,8,4,9,13,0,4,25,1,7,20,4,31,3,6,5,0,7,6,10,31,0,7
2/27/2011,4,16,3,26,0,19,1,9,2,8,2,3,9,4,12,0,3,18,6,4,15,6,15,9,3,4,0,6,10,8,26,0,12
3/6/2011,6,10,4,18,0,11,2,9,6,1,4,7,4,2,10,0,9,11,2,9,26,2,22,8,3,5,1,5,8,7,29,0,6
3/13/2011,3,15,2,18,0,7,2,8,2,1,1,5,8,7,4,0,4,17,2,2,22,2,15,2,1,5,1,7,9,9,17,0,12
3/20/2011,3,11,4,9,0,9,3,5,4,1,3,5,6,3,13,1,6,15,3,5,18,3,17,2,1,6,0,6,12,13,25,0,4
3/27/2011,7,19,4,12,0,6,3,3,1,4,5,3,6,6,11,2,8,13,3,7,29,4,16,10,3,4,0,11,16,13,16,0,9
4/3/2011,1,18,2,6,0,4,1,2,3,3,5,1,8,9,8,0,3,15,6,7,34,7,13,8,2,2,0,12,8,3,15,0,8
4/10/2011,2,20,7,5,0,10,2,2,5,6,5,3,7,4,11,0,8,17,2,1,41,1,19,6,0,2,0,7,12,13,15,0,14
4/17/2011,1,20,7,14,0,4,5,5,2,7,4,9,2,4,7,0,3,14,1,1,36,3,5,7,1,1,1,13,9,12,21,0,6
