year/week,AMAZONAS-CO,ANTIOQUIA-CO,ARAUCA-CO,ATLÁNTICO-CO,BOGOTÁ-CO,BOLÍVAR-CO,BOYACÁ-CO,CALDAS-CO,CAQUETÁ-CO,CASANARE-CO,CAUCA-CO,CESAR-CO,CHOCÓ-CO,CÓRDOBA-CO,CUNDINAMARCA-CO,GUAINÍA-CO,GUAVIARE-CO,HUILA-CO,LAGUAJIRA-CO,MAGDALENA-CO,META-CO,NARIÑO-CO,NORSANTANDER-CO,PUTUMAYO-CO,QUINDIO-CO,RISARALDA-CO,SANANDRÉS-CO,SANTANDER-CO,SUCRE-CO,TOLIMA-CO,VALLE-CO,VAUPÉS-CO,VICHADA-CO,Denge-VE-GT,DolorCabeza-VE-GT,DolorGarganta-VE-GT,DoloresArticulares-VE-GT,DoloresMusculares-VE-GT,Fiebre-VE-GT,Nausea-VE-GT,Vomito-VE-GT,Dengue-CO-GT,DolorCabeza-CO-GT,DolorGarganta-CO-GT,DolorMuscular-CO-GT,DolorOjos-CO-GT,Fiebre-CO-GT,Nausea-CO-GT,Vomito-CO-GT
4/11/2010,0,141,69,14,0,3,38,20,18,13,16,10,0,0,26,0,0,156,2,4,48,5,100,42,161,19,1,56,6,67,418,6,15,71.84728438,9.680448145,8.731570849,2.149031112,1.846987873,52.13575573,3.903256843,12.8095752,85.34397198,43.92361105,32.13238777,3.188921951,0.0004089652552,20.62449124,3.236502548,48.05407454
4/18/2010,0,195,97,9,0,1,19,7,21,19,14,10,0,1,20,0,2,168,4,4,43,14,103,24,176,13,0,77,6,42,380,4,5,66.54418856,9.554735907,8.74397306,2.112128137,1.829147802,55.61795987,3.884496565,10.38727196,84.37497301,44.76552133,32.16707431,3.378282715,0.0004161090589,19.93656613,2.912149049,48.149221
4/25/2010,0,218,129,12,0,2,23,8,5,33,6,20,1,1,31,1,2,123,4,2,49,6,97,25,134,12,0,71,6,47,290,2,2,72.48785611,9.334473458,8.439401619,2.103197279,1.819229587,61.33187569,3.853591404,15.6291176,83.46538406,45.46546076,32.18391115,3.518426272,0.0004232981478,19.09954798,3.084169509,48.50385897
5/2/2010,0,242,109,9,0,1,32,8,7,28,9,21,3,1,39,0,1,151,5,1,35,8,108,8,116,12,0,67,9,43,322,0,1,82.50089728,9.299969228,7.819109591,2.122238538,1.817233228,66.7295916,3.810541361,22.955127,82.61662465,46.0234293,32.06286492,3.609352623,0.0004305325218,18.01318895,3.809629338,49.04928363
5/9/2010,0,272,186,11,0,6,29,10,3,21,9,26,1,0,47,0,2,164,3,3,41,6,92,10,105,10,0,63,5,45,285,1,1,93.61998902,9.360487572,6.992270406,2.169251915,1.823158725,70.34912434,3.755346436,30.27506485,81.74833482,46.43942698,31.80393564,3.651061767,0.0004378121811,16.91560459,4.740867047,49.56077639
5/16/2010,0,258,111,11,0,1,26,10,0,17,10,12,0,1,40,1,1,178,6,7,33,5,96,9,111,13,0,46,4,58,305,0,3,102.1135277,9.440746554,6.482008865,2.244237408,1.837006079,70.59693532,3.688006629,33.90627837,80.72449494,46.71345377,31.4071233,3.643553703,0.0004451371257,16.22631558,5.364309833,49.68987351
5/23/2010,2,219,118,15,0,2,24,11,2,13,11,21,0,0,35,0,1,146,2,3,33,3,85,10,118,11,0,46,2,52,269,0,4,108.5429675,9.552037748,6.45085132,2.347195019,1.85877529,67.72079101,3.608521939,34.11087926,79.53125937,46.84550969,31.00918289,3.586828431,0.0004525073554,15.98802897,5.628078371,49.40553824
5/30/2010,0,270,145,18,0,1,24,11,1,28,5,17,1,4,29,0,0,156,4,3,42,4,75,6,80,7,0,42,5,30,288,0,6,112.0045112,9.878685908,6.736489247,2.478124747,1.888466356,62.23079095,3.516892367,29.86307977,78.16997452,46.83689857,30.73415346,3.480885953,0.0004599228703,16.20073936,5.532172462,48.70410436
6/6/2010,0,249,103,9,0,2,28,9,1,21,4,9,1,0,26,0,1,114,0,1,39,4,82,5,93,8,0,33,3,29,271,3,4,112.1294983,10.23072279,7.293515103,2.631880904,1.926079279,54.00785998,3.413117913,21.78929094,76.58866485,46.70492358,30.46315057,3.333168087,0.0004673836705,16.7933317,5.113669918,47.65141441
6/13/2010,1,196,73,10,0,1,28,11,2,17,3,10,0,0,26,0,1,93,2,5,50,2,87,6,90,7,0,43,5,29,283,2,3,110.3189413,10.33974261,7.841705479,2.776707924,1.971614058,46.47926449,3.297198576,14.60249904,74.39845842,46.53723351,30.00652381,3.189600506,0.0004748897558,17.32693103,4.575887037,46.65645496
6/20/2010,1,235,99,17,0,2,27,8,0,17,6,12,0,2,25,0,2,117,4,6,40,1,76,2,85,6,0,58,6,22,235,2,1,109.1666483,10.10539643,8.846395322,2.90050391,2.025070694,42.58081357,3.169134358,10.69136039,71.45508909,46.36853214,29.32101541,3.067685269,0.0004824411264,17.63428368,4.112407662,45.87508885
6/27/2010,0,243,82,18,0,5,33,7,0,15,6,30,1,0,34,0,0,128,3,8,48,0,75,7,77,5,0,46,6,22,190,1,1,106.6509535,9.524434902,14.9478143,3.003245041,2.086449186,43.54644783,3.028925256,11.16758259,67.75827291,46.19888775,29.23639186,2.967456825,0.0004900377822,17.85811137,4.02246315,45.30762291
7/4/2010,0,220,97,14,0,1,23,6,1,14,7,34,0,5,23,0,0,118,4,5,43,7,83,3,78,3,0,53,7,27,218,0,1,100.3004117,21.80742895,23.26248949,3.084931316,2.155749534,45.82133084,2.876571274,11.99364275,63.3620496,46.02289096,29.30891545,2.888915178,0.0004976797233,17.91600845,4.095752179,44.95637273
7/11/2010,0,129,110,6,0,6,24,4,3,6,9,21,1,0,31,0,0,121,5,6,38,2,74,3,58,7,0,37,4,19,205,0,2,93.34524048,29.80252571,30.25150199,3.145562735,2.232971739,47.96470405,2.712072408,12.55573721,59.21447671,45.74968056,29.48104284,2.832060325,0.0005053669495,17.78067187,4.332274647,44.860233
7/18/2010,0,233,95,23,0,5,20,4,1,6,8,24,0,3,13,0,0,110,5,6,33,3,65,1,60,10,0,43,4,18,211,0,0,88.88831308,31.9894161,32.97837211,3.185139298,2.3181158,48.78107299,2.53542866,12.42147444,56.02379327,45.30386289,29.70509482,2.796892267,0.0005130994609,17.45210162,4.7438355,45.09751634
7/25/2010,0,183,111,24,0,3,25,5,0,5,8,28,0,5,11,0,1,83,2,7,37,2,77,1,40,18,0,56,9,28,185,0,0,87.86128619,30.083991,31.35421537,3.203661005,2.411181717,49.42176734,2.34664003,11.59471248,53.80147922,44.68315588,31.52843624,2.783411005,0.0005208772576,16.93029772,6.195192115,45.70036375
8/1/2010,0,165,58,21,0,3,30,5,2,2,4,44,0,1,9,0,1,85,9,0,35,3,82,0,48,6,0,40,6,18,183,0,0,88.62399433,24.08952335,25.38257043,3.201141106,2.512147308,47.84181192,2.145718975,10.09785418,52.54689905,43.88768988,36.09454425,2.791609757,0.0005286997543,16.21543068,9.657687832,46.60844215
8/8/2010,0,184,40,18,0,4,24,9,0,1,3,40,0,1,5,0,0,84,7,2,24,4,83,1,30,6,0,37,7,13,160,0,0,88.92893598,15.66866286,16.86106953,3.184310253,2.609743918,44.64336121,1.93899411,8.148074469,51.93721562,42.98370095,41.45932453,2.818043999,0.0005362696659,15.3941335,13.50010854,47.55455012
8/15/2010,0,152,13,21,0,3,19,3,1,1,4,29,0,2,18,0,0,72,8,4,25,3,91,1,47,7,0,28,10,18,147,0,0,86.3707719,9.18422861,10.50672807,3.17082979,2.67440242,41.82164413,1.743071816,6.440687361,51.12563021,42.14931081,45.69257904,2.853675246,0.0005428069119,14.69402824,15.68526211,47.83754696
8/22/2010,1,116,5,28,0,2,16,5,0,0,5,26,0,0,5,0,1,66,10,4,27,2,93,1,48,4,0,23,5,17,144,0,2,81.90193701,8.733519835,9.017035883,3.163561567,2.701331417,39.80614703,1.560643,5.733828518,50.21537757,41.42543013,49.5354544,2.897038897,0.0005481850876,15.45653384,15.88304069,47.35368203
8/29/2010,0,98,6,33,0,2,11,6,1,3,5,34,1,0,9,0,0,65,7,0,24,2,83,0,29,3,0,24,8,21,140,0,2,79.4358173,12.65591367,10.1253396,3.162505585,2.690530909,38.8835548,1.391707662,6.039947996,49.09945487,40.85194865,55.5751621,2.948134951,0.000552404193,18.17281377,14.09344425,46.13265437
9/5/2010,0,78,16,30,0,10,9,3,3,2,2,19,0,0,5,0,0,51,4,1,21,1,71,0,41,6,0,17,10,10,139,0,0,76.19900785,17.75684159,11.60445273,3.167661844,2.642000895,39.25549908,1.236265802,7.08253152,47.76170406,40.39979893,61.74026711,3.006963409,0.000555464228,21.95924883,10.51394479,44.24383034
9/12/2010,0,80,7,19,0,4,8,3,1,1,3,10,0,0,5,0,3,38,4,0,12,5,81,0,30,4,0,12,9,17,112,0,0,71.76177398,21.69272225,12.50208213,3.179030344,2.555741377,39.48587425,1.094317421,8.134790035,46.11998758,40.07157526,65.63422462,3.07352427,0.0005573651928,24.93906071,7.078838455,42.5121892
9/19/2010,0,61,9,19,0,3,20,4,1,1,1,16,0,0,2,0,0,42,2,0,16,5,72,0,23,2,0,15,5,13,111,0,0,66.06819943,23.13336329,12.27771614,3.196611085,2.431752353,39.36775292,0.9658625168,8.813968191,44.00192842,39.92010923,65.89494777,3.147817535,0.0005581070873,26.09408858,4.885498744,41.42697852
9/26/2010,0,38,5,14,0,0,17,1,1,4,1,7,0,0,3,0,0,31,4,2,13,4,70,0,28,1,0,13,10,8,129,0,0,61.4027791,22.60881248,10.96436532,3.220404067,2.270033824,40.33145252,0.850901091,12.46533881,43.10636061,40.0015057,62.50682823,3.229843204,0.0005576899114,25.35113789,4.434666698,40.96745584
10/3/2010,0,24,8,14,0,3,13,2,0,2,2,9,1,0,4,0,1,36,6,2,12,2,71,1,21,1,0,22,8,7,125,0,0,54.44440091,19.32694196,8.777654635,3.25040929,2.071878435,41.59823962,0.7532632134,18.88869817,41.99475853,40.08681669,55.57746435,3.319601276,0.0005561136653,22.73010595,4.585914777,41.11832667
10/10/2010,0,26,6,16,0,5,10,8,2,3,0,10,1,0,5,0,0,40,2,4,16,5,69,0,18,2,0,15,4,3,87,0,2,47.22231803,14.92201205,6.34640557,3.286626754,1.879991336,42.77189263,0.7168677345,24.84015814,40.58931979,39.92132909,48.6615867,3.417091752,0.0005533783488,19.34836522,5.107133511,41.57643328
10/17/2010,0,16,5,21,0,1,8,4,1,2,2,9,1,2,3,0,1,27,7,3,17,5,56,0,17,0,0,12,9,5,71,0,1,42.76256574,11.57118139,5.116947644,3.32905646,1.745838934,44.03163929,0.7157425729,27.61432535,38.83866712,39.08556814,46.04320346,3.522314632,0.0005494839621,16.52536847,5.741975734,41.99440968
10/24/2010,0,15,3,18,0,1,4,5,1,2,1,13,0,0,1,0,0,31,2,3,10,2,63,1,12,0,0,6,6,5,81,0,0,46.04687967,9.407017195,5.175387917,3.377698406,1.672485276,48.94348822,0.7165132168,27.08166923,36.42522301,37.53215466,50.14596211,3.635269914,0.000544430505,14.37733971,6.098684319,42.36245661
10/31/2010,0,14,5,16,0,1,16,1,1,0,0,10,0,1,4,0,0,34,6,2,2,1,63,0,8,0,0,9,3,4,113,0,1,57.15801637,6.69802082,5.742409411,3.847017765,2.44737126,62.134742,0.5438474098,27.62521746,33.24341251,36.98320008,55.50743089,3.698103181,0,12.54103327,3.888405567,45.36754462
11/7/2010,0,8,5,15,0,2,18,1,0,0,2,4,0,2,2,0,0,39,2,4,10,1,92,0,11,0,0,4,7,1,76,0,1,66.92151663,16.33210729,9.574304491,3.072966719,0.9241587524,76.87813071,1.887780964,17.47200767,32.29762876,34.66242904,67.96542885,3.935886105,0.0197198554,16.65951349,9.347044068,43.53948011
11/14/2010,0,12,1,13,0,1,13,4,0,0,4,1,0,0,1,0,0,24,4,5,1,0,58,0,10,1,0,6,3,0,78,0,0,71.57222865,8.765733703,10.55126912,3.517587775,1.841194969,83.87322576,0.7062162127,11.9030634,27.89860307,30.71629668,70.66453823,3.976108137,0.000522315712,11.15090696,5.860959791,41.51140063
11/21/2010,0,14,0,20,0,2,11,2,0,0,0,8,0,1,0,0,0,23,2,2,7,1,45,1,10,1,0,2,5,1,74,0,0,71.82701496,8.980211702,11.45968831,3.516833115,2.052141775,88.0117213,0.7320835666,9.849683163,26.43098362,28.78819853,69.93983444,4.043840951,0.0005126259737,10.34435606,5.683509315,39.46685629
11/28/2010,0,6,0,18,0,1,13,3,5,0,1,4,0,2,3,0,0,28,1,0,5,0,57,0,13,0,0,3,6,3,77,0,0,67.22535494,9.0651193,11.50394579,3.485167911,2.344440068,92.2728365,0.7708268454,10.33993245,25.93394531,28.85884007,63.86405901,4.081230127,0.0005017771651,9.831718517,5.507706817,36.46463402
12/5/2010,0,2,0,20,0,2,3,2,1,1,0,2,0,0,4,0,0,12,3,2,4,1,59,0,0,0,0,8,7,3,58,0,1,57.03463761,9.046252865,10.72113574,3.422592164,2.701450638,105.5416093,0.8224460491,10.93646323,26.30161198,29.99273978,53.30547541,4.088275666,0.0004897692862,9.451251088,5.333552198,32.5277923
12/12/2010,0,10,1,13,0,0,7,10,1,0,3,2,1,0,4,0,0,13,4,0,4,0,45,0,0,0,0,2,13,0,40,0,0,46.47183874,9.177035876,9.847515033,3.329105872,2.959709866,107.1660817,0.8869411777,12.04662031,26.49385622,31.02248334,42.15938898,4.064977567,0.000476602337,9.202903866,5.161045556,28.90310809
12/19/2010,0,2,1,13,0,0,4,1,2,0,3,4,0,0,1,0,1,31,4,1,0,0,44,2,2,0,0,5,6,2,44,0,2,38.88920127,9.601308862,9.300975421,3.204709036,3.026437508,102.0271751,0.9643122311,13.88746757,26.37704465,31.33243256,32.96329328,4.011335829,0.0004622763175,9.765729312,4.990186791,26.65998774
12/26/2010,0,3,1,11,0,1,7,4,0,0,2,5,0,0,2,0,1,32,1,4,6,0,30,0,1,0,0,4,4,1,44,0,0,36.51768627,10.32072279,9.086313361,3.049401656,2.900568655,91.23131851,1.054559209,15.42528776,27.34239879,37.03550248,26.1872469,3.927350453,0.0004467912277,10.61708544,4.820976005,29.1405525
1/2/2011,0,26,0,38,0,25,5,11,2,3,3,6,1,5,18,0,5,33,7,20,41,1,40,1,0,1,0,10,19,23,43,0,1,34.38063779,11.33201155,9.269244965,2.8633621,2.583063177,70.05671431,5.608810074,19.51809209,34.74816651,55.30016525,21.02041559,3.813163472,0.0004301470675,21.76496905,4.653454283,36.90654989
1/9/2011,0,29,1,41,0,41,5,6,3,2,2,15,7,2,17,0,4,24,8,18,45,5,32,3,8,3,1,4,10,24,51,0,1,32.68589228,12.38372981,9.664341091,2.66213067,2.157549873,44.71996022,10.2258509,25.95172469,40.21382208,96.11866341,16.93471037,3.681149452,0.0004123438371,37.64608984,4.491201187,49.75579654
1/16/2011,1,18,2,42,0,29,6,8,5,5,4,8,6,7,21,0,5,31,11,11,28,1,32,7,3,2,0,9,15,29,45,0,1,32.07600571,13.12860129,9.996634723,2.473086836,1.771369009,26.44208666,13.33735515,28.85432385,44.06459828,111.5719068,14.61462397,3.55311036,0.0003933815364,45.68093418,4.340523696,57.35553511
1/23/2011,3,11,1,28,0,19,7,9,4,2,4,12,5,10,20,0,4,27,3,13,39,3,25,4,2,2,1,7,14,12,33,0,1,33.10940388,13.32483573,10.23904766,2.299017595,1.439518576,21.59079094,15.8233187,32.44941545,47.65854405,116.9234024,13.44560451,3.431265449,0.0003732601653,50.61409112,4.202063488,63.31568157
1/30/2011,0,17,0,40,0,24,3,18,2,3,6,12,9,6,11,0,2,35,7,13,22,5,29,0,2,2,0,5,20,16,27,0,2,35.700209,13.05687156,10.3915799,2.139922949,1.161998574,23.45197724,17.62448963,38.78035786,55.32391123,112.1598783,15.23309383,3.315614721,0.000351979724,52.25411288,4.07582086,71.61719886
2/6/2011,0,17,0,31,0,17,8,9,2,3,3,7,19,6,9,0,2,21,4,13,36,2,22,2,3,1,0,6,12,8,26,0,0,38.86831547,12.44492508,10.45423145,1.995802897,0.9388090024,26.56579808,18.74086794,45.04654429,63.29249704,98.77169081,18.7985788,3.206158173,0.0003295402123,50.94880141,3.961795614,79.49014736
2/13/2011,1,19,1,23,0,3,4,9,3,1,5,11,3,8,17,0,1,33,9,6,28,3,29,7,2,4,0,6,8,16,26,0,7,40.54238576,11.96736047,10.42700231,1.866657439,0.7699498617,30.48036561,19.17245362,47.67649256,67.42675809,85.90029145,21.36797976,3.102895808,0.0003059416304,48.79158207,3.85998785,83.33848864
2/20/2011,5,7,3,25,0,12,2,8,4,4,4,8,4,9,13,0,4,25,1,7,20,4,31,3,6,5,0,7,6,10,31,0,7,40.24387276,11.8308326,10.30989248,1.752486574,0.6554211518,34.18386658,18.91924669,46.79452068,68.33705975,79.61018596,23.37463327,3.005827625,0.0002811839781,47.44549015,3.807705574,84.15720819
2/27/2011,4,16,3,26,0,19,1,9,2,8,2,3,9,4,12,0,3,18,6,4,15,6,15,9,3,4,0,6,10,8,26,0,12,39.41601615,12.03574825,10.10290195,1.653290304,0.5952228728,37.52987558,18.76264541,43.56580407,66.83595878,76.12258396,24.8175449,2.914953623,0.0002552672555,46.35834033,3.863063759,81.95865147
3/6/2011,6,10,4,18,0,11,2,9,6,1,4,7,4,2,10,0,9,11,2,9,26,2,22,8,3,5,1,5,8,7,29,0,6,37.33333592,12.53082192,9.823934779,1.569068628,0.5893550246,39.79141909,21.74124453,61.73488371,62.90839188,73.65041399,25.84187524,2.830273804,0.0002281914626,60.3555774,3.955445795,77.2725004
3/13/2011,3,15,2,18,0,7,2,8,2,1,1,5,8,7,4,0,4,17,2,2,22,2,15,2,1,5,1,7,9,9,17,0,12,34.78048286,12.99955565,9.583482168,1.499821546,0.6378176072,40.99952474,22.830035,66.36799248,59.46945054,72.09348328,27.31724323,2.751788166,0.0001999565995,67.79150047,4.360861659,73.31920582
3/20/2011,3,11,4,9,0,9,3,5,4,1,3,5,6,3,13,1,6,15,3,5,18,3,17,2,1,6,0,6,12,13,25,0,4,32.05648375,13.70370018,9.423651793,1.445549058,0.7406106206,40.86972086,23.73368091,67.81699968,58.0793422,71.41543181,29.29811982,2.67949671,0.000170562666,73.46273194,4.601659394,71.32606633
3/27/2011,7,19,4,12,0,6,3,3,1,4,5,3,6,6,11,2,8,13,3,7,29,4,16,10,3,4,0,11,16,13,16,0,9,29.16192704,16.33243662,9.344526542,1.406251164,0.8977340648,39.48850409,24.45201587,67.15976527,58.73342459,72.24150493,31.78499074,2.613399436,0.0001400096622,77.84348207,4.88617659,71.29549789
4/3/2011,1,18,2,6,0,4,1,2,3,3,5,1,8,9,8,0,3,15,6,7,34,7,13,8,2,2,0,12,8,3,15,0,8,26.10812858,19.78477715,9.34528199,1.381927864,1.108310711,36.60706455,24.9854878,62.19078544,67.4403005,73.4328207,34.74536353,2.553496344,0.0001082975881,80.93094349,5.207497782,73.18311002
4/10/2011,2,20,7,5,0,10,2,2,5,6,5,3,7,4,11,0,8,17,2,1,41,1,19,6,0,2,0,7,12,13,15,0,14,23.26893109,22.89561887,9.398681581,1.372579158,1.343359529,33.26236876,25.34889496,55.21683893,80.75004469,74.22549619,37.10578331,2.499787434,7.54E-05,82.63236858,5.337146448,75.52237197
4/17/2011,1,20,7,14,0,4,5,5,2,7,4,9,2,4,7,0,3,14,1,1,36,3,5,7,1,1,1,13,9,12,21,0,6,21.10349981,24.26082994,9.471900991,1.378205047,1.567953826,30.71931317,25.56007155,49.59930368,85.9343457,73.69893254,37.57256841,2.452272705,4.14E-05,82.8359819,5.11343925,76.54588426
4/24/2011,6,24,4,6,0,6,4,3,10,12,2,6,3,0,7,0,4,21,0,3,35,5,19,9,4,2,0,5,10,10,28,0,5,20.62756042,23.79681554,9.562986025,1.398805529,1.780014246,30.25340822,25.62007932,48.60119339,86.62075161,71.79832201,36.06869968,2.410952159,6.21E-06,81.53512892,5.285188089,76.14842485
5/1/2011,6,12,6,13,0,6,9,3,4,7,10,6,1,10,8,0,1,11,0,2,28,1,17,10,1,1,3,7,3,11,20,0,15,20.00459214,21.50492467,9.671936686,1.434380605,1.97954079,29.7953709,27.44226354,46.10383863,87.47997965,68.52525779,32.59620274,2.375825793,0,82.49068046,5.423414881,74.33160093
5/8/2011,4,22,6,13,0,6,5,5,4,13,6,6,2,10,7,0,3,26,2,0,28,1,11,5,1,3,4,13,5,8,21,0,8,19.2456253,18.07046541,9.798752971,1.484930275,2.166533456,29.20770417,30.83843413,42.83112348,92.18395149,64.68907619,28.18409633,2.34689361,0,84.97305955,5.528116205,71.90480927
5/15/2011,5,32,5,7,0,8,2,4,3,9,8,13,0,2,11,0,6,16,4,3,37,4,11,9,4,2,2,16,12,9,20,0,13,18.39196669,15.29169692,9.943434883,1.55045454,2.340992246,28.49040794,33.11155877,40.72412992,90.49647329,62.42351607,25.53254191,2.324155609,0,84.96953936,5.599292062,70.99190564
5/22/2011,2,20,3,10,0,3,3,4,6,9,4,10,0,5,13,2,5,19,2,3,36,5,16,7,1,6,0,4,8,6,19,0,10,17.36788942,13.46001001,10.10598242,1.630953398,2.502917159,27.6434823,35.3528012,40.17772004,86.89221756,62.18042083,25.07907501,2.30761179,0,84.95780657,5.63694245,71.93704286
5/29/2011,5,27,3,13,0,11,2,2,5,12,4,9,0,4,10,0,5,16,0,0,41,5,18,2,1,3,0,8,6,13,21,0,2,16.26486135,13.39625709,10.28639558,1.726426851,2.652308195,26.81612308,37.56216141,41.55898322,81.37118431,63.8403219,26.82369565,2.297262153,0,86.55718616,5.641067372,74.74022094
6/5/2011,16,12,7,19,0,6,5,0,7,11,4,26,0,5,8,0,3,26,1,4,25,3,13,6,0,6,0,11,4,8,17,0,2,14.96834701,13.42454859,10.47293865,1.826192488,2.786574886,25.73634747,39.73036546,59.34973723,74.19390996,67.28499894,30.50944911,2.292935119,0,86.6655271,16.68108821,79.25049966
6/12/2011,10,14,3,14,0,5,3,2,9,4,5,22,3,18,9,0,2,15,4,4,28,2,17,4,0,3,1,8,2,4,15,0,4,13.89001512,13.45502127,10.55031992,1.825306322,2.880268475,24.63105418,41.7663062,67.99641692,67.91990426,71.46433902,33.61201239,2.292945112,0,85.7358838,25.89053373,83.98504251
6/19/2011,2,18,6,12,0,8,4,1,7,10,4,17,0,10,6,0,3,19,4,2,25,4,16,2,1,4,1,15,5,4,19,0,0,13.30046613,13.48355782,10.45310103,1.664203239,2.918944512,23.63042408,43.61827207,71.24285485,64.00191827,75.87493485,34.6986061,2.296335415,0,83.28992978,30.63021073,88.10220692
6/26/2011,3,21,3,7,0,6,4,1,5,11,2,12,0,10,13,0,3,11,6,1,32,6,15,7,6,3,1,13,5,7,21,0,0,13.19931213,13.51011098,10.18053088,1.342199564,2.902437207,22.73595146,45.28566955,69.32686571,62.45662634,80.46450399,33.75278513,2.303095047,0,79.32217495,33.18624643,91.95794823
7/3/2011,0,18,8,5,0,11,4,2,9,6,6,18,2,9,16,0,1,16,3,0,29,4,24,2,3,2,1,15,3,4,29,0,0,13.57155762,13.65869703,9.73560027,0.8672595276,2.830746561,21.99004077,46.75931786,62.35112607,63.26185849,85.18984043,30.81682049,2.313224007,0,73.89928426,33.56977348,96.18660212
7/10/2011,2,18,4,10,0,6,1,4,4,13,7,17,1,8,8,0,2,18,4,3,34,1,11,3,3,2,1,8,6,1,13,1,1,13.92174948,13.85952896,9.217116061,0.5024976549,2.703872572,21.37385091,47.73590926,53.72070823,65.68518507,88.62354531,27.28722127,2.326722296,0,69.22367184,32.14858097,98.91489481
7/17/2011,2,9,3,7,0,8,4,5,3,3,6,14,0,20,7,0,6,10,3,4,26,1,13,5,5,3,3,9,0,5,28,0,0,13.65278732,14.03231017,8.744156031,0.5650082463,2.521815242,20.86701802,48.17391909,47.8584815,68.84391339,89.29137427,24.84700009,2.343589914,0,67.94959226,29.3659125,100.1028515
7/24/2011,1,15,4,10,0,3,3,3,5,9,2,13,0,13,7,0,2,8,4,1,25,0,13,1,0,2,5,12,4,2,24,0,1,12.72912292,14.17704068,8.323809459,1.073669474,2.28457457,20.47131776,47.69608022,44.72969195,72.68549241,86.95297877,23.59635493,2.36382686,0,70.2350663,25.24815651,99.71408475
7/31/2011,6,14,2,14,0,12,4,0,3,13,5,10,2,15,7,0,2,10,2,2,30,2,18,2,2,3,5,4,1,4,33,0,1,15.01720966,16.60415753,8.019157758,1.750188209,3.040314169,23.21032014,46.29273658,34.88783586,72.13504748,86.86854738,22.54296345,0.1753853207,0,69.87920289,24.11357409,105.3635172
8/7/2011,5,16,8,13,0,3,2,0,1,6,4,17,0,19,6,0,7,17,3,2,31,1,20,4,0,2,7,5,6,10,30,0,0,8.249902256,12.41972311,7.634649377,3.540842063,0.6222856152,19.93527142,44.97536882,59.55014968,89.42013148,82.28454202,25.41652385,4.930874875,0.02231732857,91.17998573,10.75210869,88.65115323
8/14/2011,1,20,1,8,0,5,1,4,5,5,5,7,0,13,13,0,5,13,7,1,34,2,11,4,1,3,4,8,5,6,33,0,1,7.655492532,14.44292791,7.77586914,4.108292636,1.423094703,19.96858501,41.69647513,48.87891506,86.74717075,86.16775224,25.30473784,2.444753671,0,91.87157197,8.498579508,92.51593461
8/21/2011,1,15,0,9,0,9,3,0,3,8,7,8,0,20,13,1,0,15,6,1,27,0,13,1,0,3,9,12,4,5,26,0,3,7.264603814,14.47545556,8.247265502,4.398817542,1.275993006,19.93708027,39.73229605,51.72870355,90.64558745,89.98251389,25.93730362,2.478467932,0,97.11999515,6.288733059,91.69768699
8/28/2011,1,15,0,6,0,3,1,1,5,8,4,10,0,19,8,0,0,28,0,5,21,1,20,2,0,6,2,11,7,9,24,0,2,7.372855062,14.4799325,9.111919871,4.13412365,1.229144138,19.97415198,38.87691751,56.96628597,93.88957225,97.06256018,26.32189886,2.515551523,0,100.2903393,6.455226766,92.2414224
9/4/2011,1,24,0,12,0,5,3,1,2,5,1,6,0,21,9,1,1,23,0,6,24,2,12,1,2,1,7,9,10,5,17,0,0,7.61766224,14.45873069,10.33831565,3.33761974,1.279415163,20.17211472,38.56877979,63.22838474,96.51255067,107.1621785,26.45092828,2.556004442,0,101.366842,6.637248558,94.12229232
9/11/2011,0,11,0,9,0,8,2,2,2,13,3,6,0,19,7,0,1,22,4,2,28,1,9,1,2,2,5,8,12,5,28,0,0,8.346499556,14.45169189,11.39707245,2.402500158,1.374182516,20.4889224,38.57298082,68.55240082,99.07596645,116.1541651,26.19681491,2.599826688,0,100.0847428,6.800998239,96.92291917
9/18/2011,0,15,0,9,0,6,2,2,3,8,4,5,0,28,14,0,1,29,5,2,33,0,19,2,2,6,12,8,8,6,20,0,1,9.681616111,14.49187547,11.8489277,1.655024769,1.469780878,20.94030757,38.69460654,71.72118779,102.0456873,120.6139009,25.45369955,2.647018265,0,96.22435242,6.918429506,100.2969766
9/25/2011,1,10,0,11,0,5,3,1,3,5,4,13,1,19,6,0,1,18,1,4,35,3,9,2,5,5,14,9,6,11,13,0,2,11.3001727,14.58028209,11.68058533,1.105069152,1.564888542,21.52674656,38.92775707,72.76728351,105.4358147,120.4377258,24.21837792,2.69757917,0,89.78088985,6.988693425,104.2339817
10/2/2011,0,12,0,15,0,3,7,1,2,9,11,8,0,18,11,0,0,16,4,10,19,2,7,1,1,1,19,9,2,2,19,0,7,13.19957848,14.71691177,10.89615058,0.7523255475,1.659505507,22.25646293,44.05477432,71.57578384,109.2442932,115.6510382,22.49652164,2.751509404,0,80.78245293,7.011789996,115.71602
10/9/2011,0,11,2,21,0,8,5,4,4,9,3,8,0,21,5,0,2,12,8,5,36,0,10,2,2,3,6,4,6,7,18,0,4,15.15410597,14.90176451,9.85329478,0.5699803795,1.753631774,23.13529543,61.11138258,68.81898339,113.2920431,108.4666776,20.78226979,2.808808966,0,71.26912776,7.066700408,125.989621
